Index_column,id,cellid,start,end,phase,task,completion,HasNext,HasNextTask,Group_Number,GroupKey,Task_Group_Number,task_group_completion,MainColor,MaxGroupDate,MaxTaskGroupDate,MinGroupDate,MinTaskGroupDate,Media_Color
212,Prod 5Media 14,Prod 5-Media 14-17-2024,2024-04-21 00:00:00,2024-04-27 00:00:00,Prod 5,Media 14,276899,true,false,1,34,1,464864,#008eaa,2024-05-05 00:00:00,2024-04-28 00:00:00,2024-03-17 00:00:00,2024-03-31 00:00:00,#1D436F
213,Prod 15Media 7,Prod 15-Media 7-7-2024,2024-02-11 00:00:00,2024-02-17 00:00:00,Prod 15,Media 7,44988,true,true,1,24,1,364999,#ed8b00,2024-06-16 00:00:00,2024-04-14 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#82C17A
214,Prod 15Media 7,Prod 15-Media 7-8-2024,2024-02-18 00:00:00,2024-02-24 00:00:00,Prod 15,Media 7,40459,true,true,1,25,1,364999,#ed8b00,2024-06-16 00:00:00,2024-04-14 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#82C17A
215,Prod 15Media 7,Prod 15-Media 7-9-2024,2024-02-25 00:00:00,2024-03-02 00:00:00,Prod 15,Media 7,44955,true,true,1,26,1,364999,#ed8b00,2024-06-16 00:00:00,2024-04-14 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#82C17A
216,Prod 15Media 7,Prod 15-Media 7-10-2024,2024-03-03 00:00:00,2024-03-09 00:00:00,Prod 15,Media 7,42288,true,true,1,27,1,364999,#ed8b00,2024-06-16 00:00:00,2024-04-14 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#82C17A
217,Prod 15Media 7,Prod 15-Media 7-11-2024,2024-03-10 00:00:00,2024-03-16 00:00:00,Prod 15,Media 7,35830,true,true,1,28,1,364999,#ed8b00,2024-06-16 00:00:00,2024-04-14 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#82C17A
218,Prod 15Media 7,Prod 15-Media 7-12-2024,2024-03-17 00:00:00,2024-03-23 00:00:00,Prod 15,Media 7,62556,true,true,1,29,1,364999,#ed8b00,2024-06-16 00:00:00,2024-04-14 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#82C17A
219,Prod 15Media 7,Prod 15-Media 7-13-2024,2024-03-24 00:00:00,2024-03-30 00:00:00,Prod 15,Media 7,35896,true,true,1,30,1,364999,#ed8b00,2024-06-16 00:00:00,2024-04-14 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#82C17A
220,Prod 15Media 7,Prod 15-Media 7-14-2024,2024-03-31 00:00:00,2024-04-06 00:00:00,Prod 15,Media 7,30518,true,true,1,31,1,364999,#ed8b00,2024-06-16 00:00:00,2024-04-14 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#82C17A
221,Prod 15Media 7,Prod 15-Media 7-15-2024,2024-04-07 00:00:00,2024-04-13 00:00:00,Prod 15,Media 7,27509,true,false,1,32,1,364999,#ed8b00,2024-06-16 00:00:00,2024-04-14 00:00:00,2023-12-31 00:00:00,2024-02-11 00:00:00,#82C17A
223,Prod 15Media 7,Prod 15-Media 7-17-2024,2024-04-21 00:00:00,2024-04-27 00:00:00,Prod 15,Media 7,28864,true,true,1,34,2,296580,#ed8b00,2024-06-16 00:00:00,2024-06-16 00:00:00,2023-12-31 00:00:00,2024-04-21 00:00:00,#82C17A
224,Prod 15Media 7,Prod 15-Media 7-18-2024,2024-04-28 00:00:00,2024-05-04 00:00:00,Prod 15,Media 7,33703,true,true,1,35,2,296580,#ed8b00,2024-06-16 00:00:00,2024-06-16 00:00:00,2023-12-31 00:00:00,2024-04-21 00:00:00,#82C17A
225,Prod 15Media 7,Prod 15-Media 7-19-2024,2024-05-05 00:00:00,2024-05-11 00:00:00,Prod 15,Media 7,32700,true,true,1,36,2,296580,#ed8b00,2024-06-16 00:00:00,2024-06-16 00:00:00,2023-12-31 00:00:00,2024-04-21 00:00:00,#82C17A
226,Prod 15Media 7,Prod 15-Media 7-20-2024,2024-05-12 00:00:00,2024-05-18 00:00:00,Prod 15,Media 7,13049,true,true,1,37,2,296580,#ed8b00,2024-06-16 00:00:00,2024-06-16 00:00:00,2023-12-31 00:00:00,2024-04-21 00:00:00,#82C17A
227,Prod 15Media 7,Prod 15-Media 7-21-2024,2024-05-19 00:00:00,2024-05-25 00:00:00,Prod 15,Media 7,14956,true,true,1,38,2,296580,#ed8b00,2024-06-16 00:00:00,2024-06-16 00:00:00,2023-12-31 00:00:00,2024-04-21 00:00:00,#82C17A
228,Prod 15Media 7,Prod 15-Media 7-22-2024,2024-05-26 00:00:00,2024-06-01 00:00:00,Prod 15,Media 7,46873,true,true,1,39,2,296580,#ed8b00,2024-06-16 00:00:00,2024-06-16 00:00:00,2023-12-31 00:00:00,2024-04-21 00:00:00,#82C17A
229,Prod 15Media 7,Prod 15-Media 7-23-2024,2024-06-02 00:00:00,2024-06-08 00:00:00,Prod 15,Media 7,75870,true,true,1,40,2,296580,#ed8b00,2024-06-16 00:00:00,2024-06-16 00:00:00,2023-12-31 00:00:00,2024-04-21 00:00:00,#82C17A
230,Prod 15Media 7,Prod 15-Media 7-24-2024,2024-06-09 00:00:00,2024-06-15 00:00:00,Prod 15,Media 7,50565,false,false,1,41,2,296580,#ed8b00,2024-06-16 00:00:00,2024-06-16 00:00:00,2023-12-31 00:00:00,2024-04-21 00:00:00,#82C17A
231,Prod 4Media 7,Prod 4-Media 7-53-2023,2023-12-31 00:00:00,2024-01-06 00:00:00,Prod 4,Media 7,47902,true,true,1,18,1,4096638,#4298b5,2024-10-13 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-11-19 00:00:00,#82C17A
232,Prod 4Media 7,Prod 4-Media 7-2-2024,2024-01-07 00:00:00,2024-01-13 00:00:00,Prod 4,Media 7,40757,true,true,1,19,1,4096638,#4298b5,2024-10-13 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-11-19 00:00:00,#82C17A
233,Prod 4Media 7,Prod 4-Media 7-3-2024,2024-01-14 00:00:00,2024-01-20 00:00:00,Prod 4,Media 7,35814,true,true,1,20,1,4096638,#4298b5,2024-10-13 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-11-19 00:00:00,#82C17A
234,Prod 4Media 7,Prod 4-Media 7-4-2024,2024-01-21 00:00:00,2024-01-27 00:00:00,Prod 4,Media 7,44804,true,true,1,21,1,4096638,#4298b5,2024-10-13 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-11-19 00:00:00,#82C17A
235,Prod 4Media 7,Prod 4-Media 7-5-2024,2024-01-28 00:00:00,2024-02-03 00:00:00,Prod 4,Media 7,6237,true,true,1,22,1,4096638,#4298b5,2024-10-13 00:00:00,2024-02-11 00:00:00,2023-09-03 00:00:00,2023-11-19 00:00:00,#82C17A
236,Prod 15Media 14,Prod 15-Media 14-15-2024,2024-04-07 00:00:00,2024-04-13 00:00:00,Prod 15,Media 14,1180,true,true,1,32,1,13356,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-04-07 00:00:00,#1D436F
237,Prod 15Media 14,Prod 15-Media 14-16-2024,2024-04-14 00:00:00,2024-04-20 00:00:00,Prod 15,Media 14,909,true,true,1,33,1,13356,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-04-07 00:00:00,#1D436F
238,Prod 15Media 14,Prod 15-Media 14-17-2024,2024-04-21 00:00:00,2024-04-27 00:00:00,Prod 15,Media 14,2696,true,true,1,34,1,13356,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-04-07 00:00:00,#1D436F
239,Prod 15Media 14,Prod 15-Media 14-18-2024,2024-04-28 00:00:00,2024-05-04 00:00:00,Prod 15,Media 14,3446,true,true,1,35,1,13356,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-04-07 00:00:00,#1D436F
240,Prod 15Media 14,Prod 15-Media 14-19-2024,2024-05-05 00:00:00,2024-05-11 00:00:00,Prod 15,Media 14,1839,true,true,1,36,1,13356,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-04-07 00:00:00,#1D436F
241,Prod 15Media 14,Prod 15-Media 14-20-2024,2024-05-12 00:00:00,2024-05-18 00:00:00,Prod 15,Media 14,1493,true,true,1,37,1,13356,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-04-07 00:00:00,#1D436F
242,Prod 15Media 14,Prod 15-Media 14-21-2024,2024-05-19 00:00:00,2024-05-25 00:00:00,Prod 15,Media 14,1537,true,true,1,38,1,13356,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-04-07 00:00:00,#1D436F
243,Prod 15Media 14,Prod 15-Media 14-22-2024,2024-05-26 00:00:00,2024-06-01 00:00:00,Prod 15,Media 14,256,true,false,1,39,1,13356,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-04-07 00:00:00,#1D436F
244,Prod 15Media 12,Prod 15-Media 12-9-2024,2024-02-25 00:00:00,2024-03-02 00:00:00,Prod 15,Media 12,522,true,true,1,26,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
245,Prod 15Media 12,Prod 15-Media 12-10-2024,2024-03-03 00:00:00,2024-03-09 00:00:00,Prod 15,Media 12,1475,true,true,1,27,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
246,Prod 15Media 12,Prod 15-Media 12-11-2024,2024-03-10 00:00:00,2024-03-16 00:00:00,Prod 15,Media 12,845,true,true,1,28,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
247,Prod 15Media 12,Prod 15-Media 12-12-2024,2024-03-17 00:00:00,2024-03-23 00:00:00,Prod 15,Media 12,2267,true,true,1,29,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
248,Prod 15Media 12,Prod 15-Media 12-13-2024,2024-03-24 00:00:00,2024-03-30 00:00:00,Prod 15,Media 12,5517,true,true,1,30,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
249,Prod 15Media 12,Prod 15-Media 12-14-2024,2024-03-31 00:00:00,2024-04-06 00:00:00,Prod 15,Media 12,4891,true,true,1,31,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
250,Prod 15Media 12,Prod 15-Media 12-15-2024,2024-04-07 00:00:00,2024-04-13 00:00:00,Prod 15,Media 12,1131,true,true,1,32,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
251,Prod 15Media 12,Prod 15-Media 12-16-2024,2024-04-14 00:00:00,2024-04-20 00:00:00,Prod 15,Media 12,870,true,true,1,33,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
252,Prod 15Media 12,Prod 15-Media 12-17-2024,2024-04-21 00:00:00,2024-04-27 00:00:00,Prod 15,Media 12,1261,true,true,1,34,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
253,Prod 15Media 12,Prod 15-Media 12-18-2024,2024-04-28 00:00:00,2024-05-04 00:00:00,Prod 15,Media 12,2021,true,true,1,35,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
254,Prod 15Media 12,Prod 15-Media 12-19-2024,2024-05-05 00:00:00,2024-05-11 00:00:00,Prod 15,Media 12,990,true,true,1,36,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
255,Prod 15Media 12,Prod 15-Media 12-20-2024,2024-05-12 00:00:00,2024-05-18 00:00:00,Prod 15,Media 12,843,true,true,1,37,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
256,Prod 15Media 12,Prod 15-Media 12-21-2024,2024-05-19 00:00:00,2024-05-25 00:00:00,Prod 15,Media 12,1047,true,true,1,38,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
257,Prod 15Media 12,Prod 15-Media 12-22-2024,2024-05-26 00:00:00,2024-06-01 00:00:00,Prod 15,Media 12,213,true,false,1,39,1,68703,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2023-12-31 00:00:00,#6470CA
258,Prod 15Media 10,Prod 15-Media 10-13-2024,2024-03-24 00:00:00,2024-03-30 00:00:00,Prod 15,Media 10,2513,true,true,1,30,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
259,Prod 15Media 10,Prod 15-Media 10-14-2024,2024-03-31 00:00:00,2024-04-06 00:00:00,Prod 15,Media 10,1903,true,true,1,31,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
260,Prod 15Media 10,Prod 15-Media 10-15-2024,2024-04-07 00:00:00,2024-04-13 00:00:00,Prod 15,Media 10,524,true,true,1,32,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
261,Prod 15Media 10,Prod 15-Media 10-16-2024,2024-04-14 00:00:00,2024-04-20 00:00:00,Prod 15,Media 10,442,true,true,1,33,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
262,Prod 15Media 10,Prod 15-Media 10-17-2024,2024-04-21 00:00:00,2024-04-27 00:00:00,Prod 15,Media 10,118,true,true,1,34,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
263,Prod 15Media 10,Prod 15-Media 10-18-2024,2024-04-28 00:00:00,2024-05-04 00:00:00,Prod 15,Media 10,2618,true,true,1,35,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
264,Prod 15Media 10,Prod 15-Media 10-19-2024,2024-05-05 00:00:00,2024-05-11 00:00:00,Prod 15,Media 10,1591,true,true,1,36,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
265,Prod 15Media 10,Prod 15-Media 10-20-2024,2024-05-12 00:00:00,2024-05-18 00:00:00,Prod 15,Media 10,1627,true,true,1,37,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
266,Prod 15Media 10,Prod 15-Media 10-21-2024,2024-05-19 00:00:00,2024-05-25 00:00:00,Prod 15,Media 10,1003,true,true,1,38,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
267,Prod 15Media 10,Prod 15-Media 10-22-2024,2024-05-26 00:00:00,2024-06-01 00:00:00,Prod 15,Media 10,3,true,false,1,39,1,121827,#ed8b00,2024-06-16 00:00:00,2024-06-02 00:00:00,2023-12-31 00:00:00,2024-02-18 00:00:00,#88C7D8
268,Prod 4Media 12,Prod 4-Media 12-4-2024,2024-01-21 00:00:00,2024-01-27 00:00:00,Prod 4,Media 12,1167,true,true,1,21,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
269,Prod 4Media 12,Prod 4-Media 12-5-2024,2024-01-28 00:00:00,2024-02-03 00:00:00,Prod 4,Media 12,1466,true,true,1,22,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
270,Prod 4Media 12,Prod 4-Media 12-6-2024,2024-02-04 00:00:00,2024-02-10 00:00:00,Prod 4,Media 12,857,true,true,1,23,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
271,Prod 4Media 12,Prod 4-Media 12-7-2024,2024-02-11 00:00:00,2024-02-17 00:00:00,Prod 4,Media 12,856,true,true,1,24,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
272,Prod 4Media 12,Prod 4-Media 12-8-2024,2024-02-18 00:00:00,2024-02-24 00:00:00,Prod 4,Media 12,812,true,true,1,25,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
273,Prod 4Media 12,Prod 4-Media 12-9-2024,2024-02-25 00:00:00,2024-03-02 00:00:00,Prod 4,Media 12,817,true,true,1,26,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
274,Prod 4Media 12,Prod 4-Media 12-10-2024,2024-03-03 00:00:00,2024-03-09 00:00:00,Prod 4,Media 12,947,true,true,1,27,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
275,Prod 4Media 12,Prod 4-Media 12-11-2024,2024-03-10 00:00:00,2024-03-16 00:00:00,Prod 4,Media 12,884,true,true,1,28,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
276,Prod 4Media 12,Prod 4-Media 12-12-2024,2024-03-17 00:00:00,2024-03-23 00:00:00,Prod 4,Media 12,904,true,true,1,29,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
277,Prod 4Media 12,Prod 4-Media 12-13-2024,2024-03-24 00:00:00,2024-03-30 00:00:00,Prod 4,Media 12,824,true,true,1,30,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
278,Prod 4Media 12,Prod 4-Media 12-14-2024,2024-03-31 00:00:00,2024-04-06 00:00:00,Prod 4,Media 12,872,true,true,1,31,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
279,Prod 4Media 12,Prod 4-Media 12-15-2024,2024-04-07 00:00:00,2024-04-13 00:00:00,Prod 4,Media 12,883,true,true,1,32,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
280,Prod 4Media 12,Prod 4-Media 12-16-2024,2024-04-14 00:00:00,2024-04-20 00:00:00,Prod 4,Media 12,894,true,true,1,33,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
281,Prod 4Media 12,Prod 4-Media 12-17-2024,2024-04-21 00:00:00,2024-04-27 00:00:00,Prod 4,Media 12,994,true,true,1,34,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
282,Prod 4Media 12,Prod 4-Media 12-18-2024,2024-04-28 00:00:00,2024-05-04 00:00:00,Prod 4,Media 12,923,true,true,1,35,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
283,Prod 4Media 12,Prod 4-Media 12-19-2024,2024-05-05 00:00:00,2024-05-11 00:00:00,Prod 4,Media 12,800,true,true,1,36,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
284,Prod 4Media 12,Prod 4-Media 12-20-2024,2024-05-12 00:00:00,2024-05-18 00:00:00,Prod 4,Media 12,718,true,true,1,37,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
285,Prod 4Media 12,Prod 4-Media 12-21-2024,2024-05-19 00:00:00,2024-05-25 00:00:00,Prod 4,Media 12,741,true,true,1,38,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
286,Prod 4Media 12,Prod 4-Media 12-22-2024,2024-05-26 00:00:00,2024-06-01 00:00:00,Prod 4,Media 12,667,true,true,1,39,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
287,Prod 4Media 12,Prod 4-Media 12-23-2024,2024-06-02 00:00:00,2024-06-08 00:00:00,Prod 4,Media 12,810,true,true,1,40,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
288,Prod 4Media 12,Prod 4-Media 12-24-2024,2024-06-09 00:00:00,2024-06-15 00:00:00,Prod 4,Media 12,785,true,true,1,41,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
289,Prod 4Media 12,Prod 4-Media 12-25-2024,2024-06-16 00:00:00,2024-06-22 00:00:00,Prod 4,Media 12,712,true,true,1,42,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
290,Prod 4Media 12,Prod 4-Media 12-26-2024,2024-06-23 00:00:00,2024-06-29 00:00:00,Prod 4,Media 12,669,true,true,1,43,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
291,Prod 4Media 12,Prod 4-Media 12-27-2024,2024-06-30 00:00:00,2024-07-06 00:00:00,Prod 4,Media 12,614,true,true,1,44,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
292,Prod 4Media 12,Prod 4-Media 12-28-2024,2024-07-07 00:00:00,2024-07-13 00:00:00,Prod 4,Media 12,554,true,true,1,45,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
293,Prod 4Media 12,Prod 4-Media 12-29-2024,2024-07-14 00:00:00,2024-07-20 00:00:00,Prod 4,Media 12,545,true,true,1,46,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
294,Prod 4Media 12,Prod 4-Media 12-30-2024,2024-07-21 00:00:00,2024-07-27 00:00:00,Prod 4,Media 12,520,true,true,1,47,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
295,Prod 4Media 12,Prod 4-Media 12-31-2024,2024-07-28 00:00:00,2024-08-03 00:00:00,Prod 4,Media 12,440,true,true,1,48,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
296,Prod 4Media 12,Prod 4-Media 12-32-2024,2024-08-04 00:00:00,2024-08-10 00:00:00,Prod 4,Media 12,425,true,true,1,49,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
297,Prod 4Media 12,Prod 4-Media 12-33-2024,2024-08-11 00:00:00,2024-08-17 00:00:00,Prod 4,Media 12,378,true,true,1,50,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
298,Prod 4Media 12,Prod 4-Media 12-34-2024,2024-08-18 00:00:00,2024-08-24 00:00:00,Prod 4,Media 12,373,true,true,1,51,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
299,Prod 4Media 12,Prod 4-Media 12-35-2024,2024-08-25 00:00:00,2024-08-31 00:00:00,Prod 4,Media 12,360,true,true,1,52,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
300,Prod 4Media 12,Prod 4-Media 12-36-2024,2024-09-01 00:00:00,2024-09-07 00:00:00,Prod 4,Media 12,408,true,true,1,53,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
301,Prod 4Media 12,Prod 4-Media 12-37-2024,2024-09-08 00:00:00,2024-09-14 00:00:00,Prod 4,Media 12,401,true,true,1,54,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
302,Prod 4Media 12,Prod 4-Media 12-38-2024,2024-09-15 00:00:00,2024-09-21 00:00:00,Prod 4,Media 12,390,true,true,1,55,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
303,Prod 4Media 12,Prod 4-Media 12-39-2024,2024-09-22 00:00:00,2024-09-28 00:00:00,Prod 4,Media 12,363,true,true,1,56,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
304,Prod 4Media 12,Prod 4-Media 12-40-2024,2024-09-29 00:00:00,2024-10-05 00:00:00,Prod 4,Media 12,344,true,true,1,57,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
305,Prod 4Media 12,Prod 4-Media 12-41-2024,2024-10-06 00:00:00,2024-10-12 00:00:00,Prod 4,Media 12,347,false,false,1,58,1,180215,#4298b5,2024-10-13 00:00:00,2024-10-13 00:00:00,2023-09-03 00:00:00,2023-09-03 00:00:00,#6470CA
306,Prod 4Media 16,Prod 4-Media 16-3-2024,2024-01-14 00:00:00,2024-01-20 00:00:00,Prod 4,Media 16,2935,true,true,1,20,1,421421,#4298b5,2024-10-13 00:00:00,2024-03-03 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#00738C
307,Prod 4Media 16,Prod 4-Media 16-4-2024,2024-01-21 00:00:00,2024-01-27 00:00:00,Prod 4,Media 16,3692,true,true,1,21,1,421421,#4298b5,2024-10-13 00:00:00,2024-03-03 00:00:00,2023-09-03 00:00:00,2023-11-26 00:00:00,#00738C
